0.5,0
1.5,0
2.5,0
3.5,0
4.5,0
5.5,0
6.5,0
7.5,0
8.5,0
9.5,0
10.5,0
11.5,0
12.5,0
13.5,0
14.5,0
15.5,0
16.5,0
17.5,0
18.5,0
19.5,0
20.5,0
21.5,0
22.5,0
23.5,0
24.5,0
25.5,0
26.5,0
27.5,0
28.5,0
29.5,0
30.5,0
31.5,0
32.5,0
33.5,0
34.5,0
35.5,0
36.5,0
37.5,0
38.5,0
39.5,0
40.5,0
41.5,0
42.5,0
43.5,0
44.5,0
45.5,0
46.5,0
47.5,0
48.5,0
49.5,0
50.5,0
51.5,0
52.5,0
53.5,0
54.5,0
55.5,0
56.5,0
57.5,0
58.5,0
59.5,0
60.5,88
61.5,88
62.5,88
63.5,88
64.5,88
65.5,88
66.5,88
67.5,88
68.5,88
69.5,88
70.5,88
71.5,88
72.5,88
73.5,88
74.5,88
75.5,88
76.5,88
77.5,88
78.5,88
79.5,88
80.5,88
81.5,88
82.5,88
83.5,88
84.5,88
85.5,88
86.5,88
87.5,88
88.5,88
89.5,88
90.5,88
91.5,88
92.5,88
93.5,88
94.5,88
95.5,88
96.5,88
97.5,88
98.5,88
99.5,88
100.5,88
101.5,88
102.5,88
103.5,88
104.5,88
105.5,88
106.5,88
107.5,88
108.5,88
109.5,88
110.5,88
111.5,88
112.5,88
113.5,88
114.5,88
115.5,88
116.5,88
117.5,88
118.5,88
119.5,88
120.5,176
121.5,176
122.5,176
123.5,176
124.5,176
125.5,176
126.5,176
127.5,176
128.5,176
129.5,176
130.5,176
131.5,176
132.5,176
133.5,176
134.5,176
135.5,176
136.5,176
137.5,176
138.5,176
139.5,176
140.5,176
141.5,176
142.5,176
143.5,176
144.5,176
145.5,176
146.5,176
147.5,176
148.5,176
149.5,176
150.5,176
151.5,176
152.5,176
153.5,176
154.5,176
155.5,176
156.5,176
157.5,176
158.5,176
159.5,176
160.5,176
161.5,176
162.5,176
163.5,176
164.5,176
165.5,176
166.5,176
167.5,176
168.5,176
169.5,176
170.5,176
171.5,176
172.5,176
173.5,176
174.5,176
175.5,176
176.5,176
177.5,176
178.5,176
179.5,176
180.5,264
181.5,264
182.5,264
183.5,264
184.5,264
185.5,264
186.5,264
187.5,264
188.5,264
189.5,264
190.5,264
191.5,264
192.5,264
193.5,264
194.5,264
195.5,264
196.5,264
197.5,264
198.5,264
199.5,264
200.5,264
201.5,264
202.5,264
203.5,264
204.5,264
205.5,264
206.5,264
207.5,264
208.5,264
209.5,264
210.5,264
211.5,264
212.5,264
213.5,264
214.5,264
215.5,264
216.5,264
217.5,264
218.5,264
219.5,264
220.5,264
221.5,264
222.5,264
223.5,264
224.5,264
225.5,264
226.5,264
227.5,264
228.5,264
229.5,264
230.5,264
231.5,264
232.5,264
233.5,264
234.5,264
235.5,264
236.5,264
237.5,264
238.5,264
239.5,264
240.5,352
241.5,352
242.5,352
243.5,352
244.5,352
245.5,352
246.5,352
247.5,352
248.5,352
249.5,352
250.5,352
251.5,352
252.5,352
253.5,352
254.5,352
255.5,352
256.5,352
257.5,352
258.5,352
259.5,352
260.5,352
261.5,352
262.5,352
263.5,352
264.5,352
265.5,352
266.5,352
267.5,352
268.5,352
269.5,352
270.5,352
271.5,352
272.5,352
273.5,352
274.5,352
275.5,352
276.5,352
277.5,352
278.5,352
279.5,352
280.5,352
281.5,352
